istat_code,municipality,sea_coast_km,lake_coast_km,protected_areas_sqkm,museums,architectural_features,sports_facilities,nature_based,theme_parks,nightlife,public_transport_points,airport_straight_km
43056,Ussita,0.0,0.172,0.0,0,1,48,17,0,0,0,56.131
43057,Visso,0.0,0.0,6.073,1,6,2,10,0,2,7,47.819
43058,Valfornace,0.0,0.802,0.0,0,3,6,6,0,1,0,49.4
44001,Acquasanta Terme,0.0,2.424,10.906,0,3,11,24,0,6,3,73.47
44002,Acquaviva Picena,0.0,0.0,0.0,0,3,5,0,0,0,24,64.578
44005,Appignano del Tronto,0.0,0.0,0.0,0,0,12,1,0,0,0,67.266
44006,Arquata del Tronto,0.0,0.0,0.844,0,1,4,22,0,4,0,73.429
44007,Ascoli Piceno,0.0,3.374,14.859,7,31,114,23,0,17,359,68.707
44010,Carassai,0.0,0.0,0.0,0,1,4,0,0,0,21,70.314
44011,Castel di Lama,0.0,0.0,0.0,1,9,17,0,0,7,23,63.267
44012,Castignano,0.0,0.0,1.79,2,2,12,1,0,0,19,72.426
44013,Castorano,0.0,0.0,0.0,0,0,4,0,0,0,19,63.364
44014,Colli del Tronto,0.0,0.0,0.0,3,0,8,0,0,1,16,60.59
44015,Comunanza,0.0,2.577,0.0,0,1,9,1,0,0,3,76.611
44016,Cossignano,0.0,0.0,0.0,2,1,2,1,0,3,17,73.83
44017,Cupra Marittima,5.422,0.0,2.445,3,5,13,5,0,4,30,71.181
44020,Folignano,0.0,0.0,0.0,0,1,19,0,0,3,23,61.701
44021,Force,0.0,0.0,0.0,2,2,2,1,0,1,0,73.69
44023,Grottammare,5.961,0.0,0.158,2,7,41,1,0,9,40,66.808
44027,Maltignano,0.0,0.0,0.0,0,0,7,0,0,2,7,60.573
44029,Massignano,1.387,0.0,0.023,2,4,5,0,0,1,17,73.231
44031,Monsampolo del Tronto,0.0,0.0,0.0,0,0,3,0,0,2,14,61.035
44032,Montalto delle Marche,0.0,0.0,0.0,1,3,14,0,0,1,6,72.712
44034,Montedinove,0.0,0.0,0.0,1,3,4,0,0,0,8,73.589
44036,Montefiore dell'Aso,0.0,0.0,0.0,2,2,4,0,0,0,13,70.655
44038,Montegallo,0.0,0.0,2.488,0,0,6,10,1,0,2,72.991
44044,Montemonaco,0.0,4.766,0.0,0,0,3,18,0,1,1,68.516
44045,Monteprandone,0.0,0.0,0.0,1,3,7,0,0,7,24,60.1
44054,Offida,0.0,0.0,0.0,1,0,17,2,0,0,64,68.279
44056,Palmiano,0.0,0.0,0.0,1,0,2,2,0,1,0,78.431
44063,Ripatransone,0.0,0.0,9.644,2,0,17,2,1,1,43,71.11
44064,Roccafluvione,0.0,0.0,0.0,0,1,6,4,0,1,6,76.654
44065,Rotella,0.0,0.0,3.368,2,0,2,0,0,1,10,76.036
44066,San Benedetto del Tronto,13.049,0.0,1.657,1,10,128,2,1,40,115,60.727
44071,Spinetoli,0.0,0.78,0.04,0,1,9,1,0,0,16,59.812
44073,Venarotta,0.0,0.0,0.0,1,4,5,1,0,1,13,75.459
45001,Aulla,0.0,0.852,0.147,0,14,46,9,0,11,56,66.005
45002,Bagnone,0.0,0.0,13.851,2,4,24,30,0,1,3,59.485
45003,Carrara,4.992,0.0,24.245,5,32,216,24,0,79,119,50.372
45004,Casola in Lunigiana,0.0,0.0,15.902,1,0,12,11,0,1,10,60.086
45005,Comano,0.0,0.369,15.991,0,0,14,19,0,1,2,58.835
45006,Filattiera,0.0,0.0,11.224,2,5,10,11,0,4,3,58.043
45007,Fivizzano,0.0,0.0,50.399,6,6,74,54,0,7,30,62.319
45008,Fosdinovo,0.0,0.0,22.512,1,2,69,23,0,2,23,58.969
45009,Licciana Nardi,0.0,0.308,6.325,1,6,33,9,0,4,32,63.5
45010,Massa,7.864,0.0,53.936,5,18,269,72,2,55,79,45.214
45011,Montignoso,0.839,0.0,4.381,1,3,61,9,0,4,3,40.508
45012,Mulazzo,0.0,0.0,0.083,3,2,14,3,0,1,12,66.937
45013,Podenzana,0.0,0.0,0.031,0,1,1,3,0,0,19,69.661
45014,Pontremoli,0.0,1.092,0.256,3,7,33,19,0,3,122,56.834
45015,Tresana,0.0,0.0,0.106,0,3,9,3,0,0,7,71.658
45016,Villafranca in Lunigiana,0.0,0.0,0.0,1,5,24,0,0,0,1,65.245
45017,Zeri,0.0,1.031,0.151,0,0,24,13,0,2,19,67.526
46001,Altopascio,0.0,0.169,0.655,1,5,61,1,0,4,7,27.468
46002,Bagni di Lucca,0.0,0.059,3.264,1,3,130,40,0,10,10,43.998
46003,Barga,0.0,0.0,1.182,3,2,181,12,0,17,12,46.755
46004,Borgo a Mozzano,0.0,0.0,0.155,2,2,85,0,0,7,9,33.62
46005,Camaiore,2.988,0.0,12.315,3,33,231,23,0,32,59,27.688
46006,Camporgiano,0.0,0.617,2.605,1,1,73,2,0,3,36,51.718
46007,Capannori,0.0,2.223,0.19,5,13,357,33,0,20,80,22.153
46008,Careggine,0.0,4.381,24.22,0,1,17,1,0,2,0,46.154
46009,Castelnuovo di Garfagnana,0.0,1.494,11.82,1,6,81,2,0,10,7,46.737
46010,Castiglione di Garfagnana,0.0,0.0,0.387,0,5,45,13,0,1,1,55.593
46011,Coreglia Antelminelli,0.0,0.0,0.249,1,1,41,15,0,2,4,44.479
46013,Forte dei Marmi,4.833,0.0,0.053,2,6,152,1,0,2,0,35.828
46014,Fosciandora,0.0,0.0,0.171,0,2,24,2,0,1,2,49.475
46015,Gallicano,0.0,0.613,21.645,0,1,63,2,0,6,4,40.531
46017,Lucca,0.0,0.133,0.156,19,66,717,17,0,72,352,20.959
46018,Massarosa,0.0,3.056,12.781,0,4,80,3,0,19,29,21.316
46019,Minucciano,0.0,3.79,37.702,2,3,19,20,0,3,24,54.929
46020,Molazzana,0.0,0.0,23.853,0,1,33,19,0,3,2,42.726
46021,Montecarlo,0.0,0.0,0.0,0,4,29,4,0,3,3,28.343
46022,Pescaglia,0.0,0.0,13.272,3,1,109,9,0,2,3,30.923
46023,Piazza al Serchio,0.0,0.0,3.823,1,3,20,2,0,1,45,57.444
46024,Pietrasanta,4.382,0.0,0.259,6,44,166,6,1,20,15,33.651
46025,Pieve Fosciana,0.0,3.131,0.003,2,0,30,11,0,2,6,51.583
46026,Porcari,0.0,0.0,0.0,1,4,23,0,0,1,4,23.962
46027,San Romano in Garfagnana,0.0,0.0,5.928,1,2,37,8,1,5,41,55.853
46028,Seravezza,0.0,0.0,25.87,2,2,33,12,0,2,15,39.374
46030,Stazzema,0.0,0.0,79.189,3,3,7,65,0,3,4,37.204
46031,Vagli Sotto,0.0,8.77,41.202,0,11,4,9,0,2,1,48.031
46033,Viareggio,7.116,4.488,9.063,9,9,161,11,1,42,48,21.459
46034,Villa Basilica,0.0,0.0,0.0,0,1,14,0,0,5,0,35.206
46035,Villa Collemandina,0.0,0.0,16.281,1,1,24,7,0,1,0,56.585
46036,Fabbriche di Vergemoli,0.0,0.0,41.042,0,0,23,9,0,1,0,37.636
46037,Sillano Giuncugnano,0.0,0.0,4.058,0,0,7,17,0,7,7,62.264
47002,Agliana,0.0,0.0,0.0,0,5,37,0,0,3,37,18.836
47003,Buggiano,0.0,0.0,0.0,1,9,64,11,0,9,41,35.474
47005,Lamporecchio,0.0,0.0,0.001,0,2,79,4,0,5,9,24.206
47006,Larciano,0.0,0.0,1.124,2,9,36,2,0,8,48,27.669
47007,Marliana,0.0,0.161,0.0,1,1,32,6,0,0,12,36.795
47008,Massa e Cozzile,0.0,0.0,0.0,1,8,68,6,0,12,49,37.77
47009,Monsummano Terme,0.0,1.326,1.967,3,7,48,3,0,4,98,30.387
47010,Montale,0.0,0.0,0.36,1,10,32,6,0,2,54,22.069
47011,Montecatini-Terme,0.0,0.161,0.0,1,1,123,6,0,32,101,35.245
47012,Pescia,0.0,0.0,0.0,8,27,47,15,1,33,10,37.409
47013,Pieve a Nievole,0.0,0.187,1.232,0,2,42,2,0,7,66,33.554
47014,Pistoia,0.0,1.049,0.083,27,103,405,27,0,109,379,29.624
47016,Ponte Buggianese,0.0,0.0,12.328,2,2,60,3,0,15,19,33.77
47017,Quarrata,0.0,1.91,1.943,3,21,85,3,0,3,24,19.152
47018,Sambuca Pistoiese,0.0,0.0,4.708,2,2,6,35,0,2,5,33.226
47020,Serravalle Pistoiese,0.0,0.31,0.0,0,9,101,7,0,9,46,28.072
47021,Uzzano,0.0,0.0,0.0,0,4,33,3,0,5,0,33.934
47022,Chiesina Uzzanese,0.0,0.0,0.0,0,0,18,0,0,4,8,31.436
47023,Abetone Cutigliano,0.0,1.095,13.245,3,1,141,66,0,10,1,53.086
47024,San Marcello Piteglio,0.0,0.222,0.327,8,1,46,30,1,12,11,42.377
48001,Bagno a Ripoli,0.0,0.0,0.0,0,20,212,14,0,14,359,13.93
48002,Barberino di Mugello,0.0,0.0,0.567,1,15,45,21,0,5,5,23.678
48004,Borgo San Lorenzo,0.0,0.0,0.07,3,21,81,45,0,5,38,23.637
48005,Calenzano,0.0,0.0,13.064,3,23,69,20,0,6,205,10.225
48006,Campi Bisenzio,0.0,1.856,1.547,3,10,42,3,1,15,377,6.089
48008,Capraia e Limite,0.0,0.0,0.069,1,0,31,4,0,1,4,17.543
48010,Castelfiorentino,0.0,0.0,0.0,3,3,106,6,0,2,43,28.826
48011,Cerreto Guidi,0.0,0.687,0.901,2,1,18,8,0,1,3,28.467
48012,Certaldo,0.0,0.0,0.0,5,6,115,7,0,3,10,29.003
48013,Dicomano,0.0,0.0,0.0,1,4,64,13,0,1,6,30.434
48014,Empoli,0.0,0.631,0.035,6,16,129,8,0,29,61,24.1
48015,Fiesole,0.0,0.0,2.027,12,19,128,19,0,8,339,10.106
48017,Firenze,0.0,0.0,11.493,110,247,1001,4,2,349,2408,4.676
48018,Firenzuola,0.0,0.0,8.407,4,2,31,49,0,10,21,38.888
48019,Fucecchio,0.0,2.623,24.515,3,10,79,1,0,4,0,32.068
48020,Gambassi Terme,0.0,0.0,0.0,2,3,92,11,0,1,9,38.435
48021,Greve in Chianti,0.0,0.253,0.0,2,6,119,28,0,5,63,24.989
48022,Impruneta,0.0,0.136,0.0,1,8,107,6,0,5,152,12.966
48024,Lastra a Signa,0.0,3.225,0.035,3,8,61,8,0,9,193,11.931
48025,Londa,0.0,0.0,0.0,0,1,28,9,0,2,3,32.393
48026,Marradi,0.0,0.664,0.003,1,1,33,50,0,5,56,37.929
48027,Montaione,0.0,1.792,2.229,2,7,117,9,1,2,2,37.88
48028,Montelupo Fiorentino,0.0,0.0,0.0,6,1,41,1,0,4,43,17.159
48030,Montespertoli,0.0,0.0,0.0,3,5,178,11,0,6,7,20.956
48031,Palazzuolo sul Senio,0.0,0.0,0.024,2,10,18,46,0,5,21,42.183
48032,Pelago,0.0,0.0,1.828,2,12,60,32,0,4,4,25.472
48033,Pontassieve,0.0,2.34,8.117,0,41,139,28,0,10,36,18.165
48035,Reggello,0.0,0.0,32.452,3,8,331,64,0,10,17,28.493
48036,Rignano sull'Arno,0.0,0.0,0.0,0,8,65,12,0,1,15,19.634
48037,Rufina,0.0,0.657,0.0,2,2,32,16,0,4,6,26.668
48038,San Casciano in Val di Pesa,0.0,0.111,0.0,3,37,118,12,3,19,25,18.623
48039,San Godenzo,0.0,0.304,0.314,1,4,24,62,0,4,25,37.803
48041,Scandicci,0.0,0.0,0.0,4,33,86,24,0,6,586,9.538
48043,Sesto Fiorentino,0.0,1.141,10.131,3,44,113,24,0,3,384,3.774
48044,Signa,0.0,3.346,0.035,3,2,35,1,1,8,196,8.669
48046,Vaglia,0.0,0.839,0.283,0,14,43,22,0,6,28,11.243
48049,Vicchio,0.0,0.3,0.0,3,6,110,30,0,0,6,28.885
48050,Vinci,0.0,0.0,0.02,7,7,46,16,0,10,2,22.201
48052,Figline e Incisa Valdarno,0.0,0.0,0.15,6,5,94,17,0,10,9,27.827
48053,Scarperia e San Piero,0.0,0.0,0.0,6,19,38,26,0,2,8,23.83
48054,Barberino Tavarnelle,0.0,1.265,0.028,3,9,189,28,0,5,26,29.981
49001,Bibbona,4.965,0.0,0.196,0,0,87,32,1,7,5,49.62
49002,Campiglia Marittima,0.0,0.0,0.101,10,17,74,3,0,8,52,43.113
49003,Campo nell'Elba,39.537,0.0,1.136,3,1,111,39,0,7,12,6.488
49004,Capoliveri,40.118,0.0,0.742,2,0,180,38,0,14,18,9.816
49005,Capraia Isola,25.384,0.0,0.919,0,2,3,19,0,3,2,46.049
49006,Castagneto Carducci,13.322,0.578,5.016,3,11,93,7,1,12,37,54.855
49007,Cecina,9.028,0.0,1.786,2,4,165,5,2,19,24,42.321
49008,Collesalvetti,0.0,0.0,8.463,1,0,98,16,0,3,93,12.689
49009,Livorno,56.089,0.0,21.116,13,114,529,28,0,53,976,18.463
49010,Marciana,20.339,0.0,0.465,3,4,72,33,0,10,28,6.338
49011,Marciana Marina,7.052,0.0,0.114,0,0,56,6,0,4,11,5.516
49012,Piombino,38.665,0.0,17.675,6,20,159,13,0,25,73,38.124
49013,Porto Azzurro,4.663,0.205,0.186,1,2,60,18,0,7,20,12.275
49014,Portoferraio,39.474,0.123,1.478,11,6,213,18,0,17,72,10.755
49017,Rosignano Marittimo,24.833,0.0,4.817,4,14,207,14,0,27,128,29.686
49018,San Vincenzo,11.364,0.0,1.866,0,1,89,2,0,9,14,43.484
49019,Sassetta,0.0,0.0,9.081,0,6,16,19,1,1,5,52.878
49020,Suvereto,0.0,0.0,29.992,2,3,43,12,0,0,14,44.776
49021,Rio,23.683,0.703,0.58,2,5,47,16,1,5,21,15.531
50001,Bientina,0.0,0.0,7.027,2,1,24,1,0,5,3,20.472
50002,Buti,0.0,0.0,4.95,0,2,12,12,0,1,5,16.587
50003,Calci,0.0,0.0,3.93,3,3,39,13,0,1,35,11.669
50004,Calcinaia,0.0,0.147,2.237,2,4,66,0,0,2,17,17.367
50005,Capannoli,0.0,0.0,0.0,1,7,51,0,0,1,2,24.847
50006,Casale Marittimo,0.0,0.0,0.0,0,0,10,4,0,2,0,46.718
50008,Cascina,0.0,0.0,0.0,0,4,82,1,0,22,84,8.638
50009,Castelfranco di Sotto,0.0,0.0,24.886,2,8,53,5,0,1,3,25.907
50010,Castellina Marittima,0.0,0.0,0.001,1,4,20,3,0,1,10,34.059
50011,Castelnuovo di Val di Cecina,0.0,0.096,0.001,2,3,30,12,0,2,7,52.107
50012,Chianni,0.0,0.0,0.0,0,0,41,2,0,0,4,31.559
50014,Fauglia,0.0,1.187,0.0,1,0,34,1,1,0,13,15.968
50015,Guardistallo,0.0,0.0,0.001,0,0,10,3,0,3,3,45.419
50016,Lajatico,0.0,0.0,0.0,0,8,21,0,0,4,1,37.283
50019,Montecatini Val di Cecina,0.0,0.0,3.19,3,2,41,8,0,4,6,45.814
50020,Montescudaio,0.0,0.0,2.316,0,0,20,3,1,2,2,42.481
50021,Monteverdi Marittimo,0.0,0.0,15.267,1,74,15,13,0,2,3,55.149
50022,Montopoli in Val d'Arno,0.0,0.0,0.709,1,1,21,1,0,1,7,27.669
50023,Orciano Pisano,0.0,0.0,0.0,0,0,27,0,0,0,4,22.648
50024,Palaia,0.0,0.0,0.0,2,5,54,12,0,3,2,30.833
50025,Peccioli,0.0,0.0,0.0,3,53,71,1,2,8,41,34.925
50026,Pisa,27.822,0.436,88.791,22,49,363,53,2,107,760,3.603
50027,Pomarance,0.0,0.0,33.007,4,10,65,35,0,3,16,58.083
50028,Ponsacco,0.0,0.0,0.0,0,5,31,0,0,5,6,20.75
50029,Pontedera,0.0,0.0,0.0,3,20,113,15,1,21,78,20.663
50030,Riparbella,0.0,0.0,8.714,0,2,142,7,0,2,9,38.73
50031,San Giuliano Terme,3.655,0.377,20.955,2,17,188,23,1,30,198,8.094
50032,San Miniato,0.0,0.0,1.584,10,11,80,13,1,7,10,33.059
50033,Santa Croce sull'Arno,0.0,0.0,3.562,1,0,34,0,0,3,5,29.072
50034,Santa Luce,0.0,0.171,2.71,1,0,65,18,0,0,5,27.583
50035,Santa Maria a Monte,0.0,0.563,15.25,2,0,26,0,0,8,2,23.583
50036,Terricciola,0.0,0.1,0.0,1,1,48,24,0,2,0,28.503
50037,Vecchiano,4.088,1.582,36.696,0,3,37,6,0,3,49,13.09
50038,Vicopisano,0.0,0.817,0.0,1,6,37,6,0,7,50,13.861
50039,Volterra,0.0,2.019,20.861,10,21,139,42,0,9,6,50.819
50040,Casciana Terme Lari,0.0,0.661,0.0,4,4,87,7,0,6,35,21.6
50041,Crespina Lorenzana,0.0,1.777,0.0,1,0,37,0,0,2,14,17.336
51001,Anghiari,0.0,1.227,16.366,3,7,60,12,0,11,47,62.987
51002,Arezzo,0.0,2.506,6.477,19,22,328,26,1,96,160,62.415
51003,Badia Tedalda,0.0,0.401,7.361,1,0,12,15,0,1,0,48.996
51004,Bibbiena,0.0,1.42,0.0,2,3,78,8,0,8,4,52.808
51005,Bucine,0.0,0.0,0.0,2,3,105,18,0,1,7,53.727
51006,Capolona,0.0,0.0,0.0,1,1,23,2,0,0,25,57.7
51007,Caprese Michelangelo,0.0,0.0,0.378,1,1,47,18,0,2,6,62.108
51008,Castel Focognano,0.0,0.06,0.0,1,1,29,5,0,2,30,50.255
51010,Castel San Niccolò,0.0,0.0,0.026,3,1,32,14,0,5,0,38.007
51011,Castiglion Fibocchi,0.0,0.0,0.0,1,0,7,2,0,5,0,53.202
51012,Castiglion Fiorentino,0.0,0.064,0.0,3,9,37,3,0,10,5,53.853
51013,Cavriglia,0.0,5.453,0.6,2,0,29,9,0,3,0,37.136
51014,Chitignano,0.0,0.0,0.0,1,3,15,5,0,1,3,57.43
51015,Chiusi della Verna,0.0,0.124,0.08,4,4,21,47,0,2,17,53.527
51016,Civitella in Val di Chiana,0.0,0.0,3.193,3,5,26,4,0,6,7,61.994
51017,Cortona,0.0,0.583,0.102,6,16,353,11,0,16,25,45.231
51018,Foiano della Chiana,0.0,0.0,0.0,1,5,7,0,0,2,1,59.727
51020,Loro Ciuffenna,0.0,0.169,0.557,2,4,169,29,0,6,9,43.163
51021,Lucignano,0.0,5.527,0.0,2,2,21,4,0,2,1,66.252
51022,Marciano della Chiana,0.0,0.0,0.0,1,1,10,0,1,1,0,62.77
51023,Montemignaio,0.0,0.0,0.16,0,2,8,5,0,1,2,33.103
51024,Monterchi,0.0,0.0,0.0,2,4,19,0,0,6,27,53.477
51025,Monte San Savino,0.0,1.256,0.0,1,11,12,4,0,7,16,66.764
51026,Montevarchi,0.0,0.0,0.735,4,1,41,9,0,4,5,44.363
51027,Ortignano Raggiolo,0.0,0.419,0.0,2,0,26,4,0,0,1,44.535
51030,Pieve Santo Stefano,0.0,18.342,11.034,2,4,36,33,0,7,3,57.366
51031,Poppi,0.0,0.418,0.108,8,10,125,41,0,5,12,47.17
51033,San Giovanni Valdarno,0.0,0.0,0.0,3,2,26,0,1,4,5,38.18
51034,Sansepolcro,0.0,5.882,4.621,7,12,86,23,1,37,53,61.128
51035,Sestino,0.0,0.0,15.722,1,1,11,17,0,4,0,42.532
51037,Subbiano,0.0,0.0,0.0,3,6,18,13,0,3,23,61.409
51038,Talla,0.0,0.0,0.0,1,0,23,8,0,0,8,50.632
51039,Terranuova Bracciolini,0.0,0.0,35.643,0,2,179,4,1,9,5,43.594
51040,Castelfranco Piandiscò,0.0,0.0,13.258,0,3,131,9,0,5,1,34.467
51041,Pratovecchio Stia,0.0,0.096,1.352,5,9,61,29,0,5,6,40.508
51042,Laterina Pergine Valdarno,0.0,0.903,10.16,0,1,42,3,0,3,13,53.699
52001,Abbadia San Salvatore,0.0,0.0,0.0,2,11,21,18,0,4,34,51.737
52002,Asciano,0.0,2.53,0.0,3,11,100,8,0,4,66,64.893
52003,Buonconvento,0.0,0.0,0.0,2,12,54,13,0,1,27,53.305
52004,Casole d'Elsa,0.0,0.0,0.046,1,11,84,23,0,0,6,56.08
52005,Castellina in Chianti,0.0,0.528,2.439,1,13,106,19,0,6,5,39.472
52006,Castelnuovo Berardenga,0.0,3.212,0.001,3,37,184,35,0,7,59,53.21
52007,Castiglione d'Orcia,0.0,0.785,2.373,1,10,44,14,0,0,54,52.199
52008,Cetona,0.0,0.0,0.0,1,3,28,3,0,2,8,51.924
52009,Chianciano Terme,0.0,3.147,2.27,4,7,65,7,0,5,78,55.714
52010,Chiusdino,0.0,0.0,15.936,1,4,31,8,0,3,11,45.662
52011,Chiusi,0.0,12.981,7.957,5,2,29,3,0,4,93,47.876
52012,Colle di Val d'Elsa,0.0,0.461,1.742,3,22,122,7,1,11,121,47.142
52013,Gaiole in Chianti,0.0,0.378,0.0,5,11,137,28,0,3,4,45.456
52015,Montepulciano,0.0,13.827,4.553,2,16,86,6,0,11,78,54.499
52016,Monteriggioni,0.0,0.0,0.031,4,17,115,11,0,5,79,49.085
52017,Monteroni d'Arbia,0.0,5.721,0.001,2,34,90,13,0,3,100,57.049
52018,Monticiano,0.0,0.0,3.622,1,15,17,13,0,2,19,41.577
52019,Murlo,0.0,0.446,11.639,1,5,60,3,0,1,45,48.874
52020,Piancastagnaio,0.0,0.0,8.183,1,7,12,3,0,1,37,51.051
52021,Pienza,0.0,0.491,9.243,4,16,73,15,0,0,11,60.851
52022,Poggibonsi,0.0,0.936,0.218,4,12,105,9,0,1,89,39.177
52023,Radda in Chianti,0.0,0.401,0.2,1,1,65,19,0,4,2,37.493
52024,Radicofani,0.0,1.506,5.32,2,8,22,1,0,1,3,59.518
52025,Radicondoli,0.0,0.0,12.736,1,6,27,16,0,0,2,51.696
52026,Rapolano Terme,0.0,7.545,0.0,1,15,47,12,0,1,42,67.35
52027,San Casciano dei Bagni,0.0,6.136,0.001,0,7,42,1,0,0,8,59.214
52028,San Gimignano,0.0,0.328,6.262,11,32,248,14,1,9,94,40.095
52030,San Quirico d'Orcia,0.0,0.948,0.008,0,7,23,16,0,0,18,54.496
52031,Sarteano,0.0,1.126,1.154,2,6,42,4,0,4,0,56.078
52032,Siena,0.0,0.83,0.094,55,213,424,10,0,26,764,56.399
52033,Sinalunga,0.0,0.0,0.0,1,9,44,0,0,7,75,64.377
52034,Sovicille,0.0,0.0,3.126,1,21,83,13,0,6,22,55.326
52035,Torrita di Siena,0.0,0.0,0.0,1,8,23,1,0,1,42,61.04
52036,Trequanda,0.0,0.0,0.0,3,4,43,9,0,1,6,66.758
52037,Montalcino,0.0,1.581,5.654,4,43,167,21,0,5,85,47.388
53001,Arcidosso,0.0,0.0,6.646,2,2,16,14,0,4,5,35.042
53002,Campagnatico,0.0,0.0,0.0,0,0,20,0,0,0,0,17.776
53003,Capalbio,12.338,10.887,4.048,1,27,85,15,0,3,6,44.529
53004,Castel del Piano,0.0,0.163,0.0,3,3,54,14,0,3,4,40.06
53005,Castell'Azzara,0.0,0.0,16.565,1,0,7,6,0,0,2,48.423
53006,Castiglione della Pescaia,23.05,0.0,4.753,2,4,108,53,0,25,8,15.727
53007,Cinigiano,0.0,0.0,4.311,1,4,18,2,0,1,3,29.37
53008,Civitella Paganico,0.0,1.602,3.002,0,5,82,2,0,1,8,32.277
53009,Follonica,6.181,0.0,35.57,1,13,103,31,1,39,7,33.756
53010,Gavorrano,0.0,0.0,0.0,5,3,37,14,0,3,7,21.684
53011,Grosseto,24.706,0.522,81.875,4,8,211,25,2,30,34,1.512
53012,Isola del Giglio,43.534,0.0,1.101,1,1,10,53,1,7,22,48.039
53013,Magliano in Toscana,5.852,0.0,22.045,1,4,38,2,0,1,2,20.43
53014,Manciano,0.0,0.417,15.155,4,13,67,16,0,5,3,40.246
53015,Massa Marittima,0.0,0.0,5.515,8,15,87,31,0,4,1,34.606
53016,Monte Argentario,34.868,0.0,1.107,2,7,212,40,0,8,15,39.919
53017,Montieri,0.0,0.0,3.738,1,3,16,25,0,3,0,40.534
53018,Orbetello,34.49,0.0,23.853,4,5,112,21,0,9,44,31.482
53019,Pitigliano,0.0,0.0,0.283,4,2,24,6,0,0,0,50.811
53020,Roccalbegna,0.0,0.0,3.265,1,1,6,3,0,3,33,32.279
53021,Roccastrada,0.0,0.322,18.721,3,8,71,29,0,7,16,26.593
53022,Santa Fiora,0.0,0.0,0.514,1,4,9,10,0,3,11,42.96
53023,Scansano,0.0,0.042,3.977,1,4,29,9,0,2,50,23.524
53024,Scarlino,7.363,0.0,7.746,3,4,55,51,1,5,4,25.16
53025,Seggiano,0.0,0.0,0.0,2,7,22,5,0,0,0,45.01
53026,Sorano,0.0,0.167,0.072,3,9,27,9,0,1,2,52.678
53027,Monterotondo Marittimo,0.0,0.0,0.005,1,1,14,13,0,1,16,45.25
53028,Semproniano,0.0,0.0,5.402,0,0,12,3,0,0,0,39.835
54001,Assisi,0.0,0.0,55.684,12,57,196,25,0,12,45,9.534
54002,Bastia Umbra,0.0,0.0,0.0,0,3,51,2,0,11,13,4.125
54003,Bettona,0.0,0.0,0.0,1,6,59,1,0,1,0,10.117
54004,Bevagna,0.0,0.193,0.224,1,10,18,4,0,3,0,17.993
54005,Campello sul Clitunno,0.0,0.0,15.868,0,8,32,14,0,3,6,37.899
54006,Cannara,0.0,0.0,0.006,2,4,20,0,0,3,4,12.582
54007,Cascia,0.0,0.0,0.0,1,4,33,3,0,3,4,62.026
54008,Castel Ritaldi,0.0,0.0,0.0,0,2,6,0,1,1,0,32.627
54009,Castiglione del Lago,0.0,23.752,80.919,3,18,167,6,0,19,18,40.086
54010,Cerreto di Spoleto,0.0,0.0,0.406,1,0,8,3,0,2,5,46.005
54011,Citerna,0.0,0.0,0.0,3,3,33,0,0,6,40,55.156
54012,Città della Pieve,0.0,1.088,0.0,2,9,29,4,0,4,1,44.726
54013,Città di Castello,0.0,0.153,0.123,9,16,193,27,0,72,275,43.92
54014,Collazzone,0.0,0.0,0.0,0,3,67,3,0,3,0,21.544
54015,Corciano,0.0,2.426,0.0,4,7,63,13,0,19,151,18.137
54016,Costacciaro,0.0,0.0,21.794,3,0,9,25,0,6,2,33.766
54017,Deruta,0.0,0.316,0.0,2,6,42,1,0,5,14,15.055
54018,Foligno,0.0,0.0,23.055,7,17,152,45,0,23,28,26.637
54019,Fossato di Vico,0.0,0.0,15.643,1,1,9,7,0,1,33,30.598
54020,Fratta Todina,0.0,0.0,0.0,0,3,9,0,0,2,3,28.195
54021,Giano dell'Umbria,0.0,0.0,0.0,1,4,8,0,0,1,0,29.408
54022,Gualdo Cattaneo,0.0,0.223,0.0,0,11,34,0,0,1,0,22.652
54023,Gualdo Tadino,0.0,0.138,15.569,1,5,24,34,0,5,11,24.651
54024,Gubbio,0.0,0.727,9.216,7,49,126,25,0,39,30,26.023
54025,Lisciano Niccone,0.0,0.0,0.0,0,1,41,2,0,1,3,32.559
54026,Magione,0.0,21.786,35.427,1,7,141,14,0,15,11,24.99
54027,Marsciano,0.0,0.0,0.0,1,5,71,2,0,4,3,22.31
54028,Massa Martana,0.0,0.0,8.601,0,4,14,2,0,2,2,36.219
54029,Monte Castello di Vibio,0.0,0.0,0.0,0,1,14,0,0,1,0,33.09
54030,Montefalco,0.0,0.182,0.0,2,2,32,1,0,0,0,26.72
54031,Monteleone di Spoleto,0.0,0.0,0.0,0,0,6,0,0,0,0,62.001
54032,Monte Santa Maria Tiberina,0.0,0.0,0.0,1,6,28,15,0,1,6,47.86
54033,Montone,0.0,0.0,0.0,2,3,19,13,0,2,2,32.921
54034,Nocera Umbra,0.0,0.0,16.438,1,2,17,22,1,3,6,24.198
54035,Norcia,0.0,0.358,0.0,1,5,35,31,0,5,9,60.887
54036,Paciano,0.0,0.468,0.0,0,9,10,1,0,2,0,37.728
54037,Panicale,0.0,5.129,10.489,1,5,40,5,0,1,0,31.501
54038,Passignano sul Trasimeno,0.0,10.745,25.388,0,6,92,13,0,4,4,29.3
54039,Perugia,0.0,1.055,0.0,25,65,659,38,1,137,1792,10.243
